,response,zh_label,empathy_score,annotator1_score,annotator2_score,annotator3_score,,
"I understand it can be hard to understand, May I ask if you tried Protocol 11 to better understand the emotions you felt, but the discomfort was just too painful to get through?",我知道這可能很難理解，請問你是否嘗試過練習 11 以更好地理解你所感受到的情緒，但這種不適感太痛苦而無法通過？,2,2,,,,,
Do you feel you do not share any responsibility for this and others are to blame for having hurt you?,你是否覺得自己對此不承擔任何責任，而傷害了你則應歸咎於他人？,1,1,,,,,
Do you see yourself as the victim of the situation or do you blame someone else for your feelings?,你認為自己是這種情況的受害者，還是因為你的感受而責備別人？,0,0,,,,,
"I would like to know a bit about how you view your role within your social circle, if you believe it is your own responsibility to rescue another person from their problems?",我想了解一下你如何看待自己在社交圈中的角色。你認為將他人從他們的問題中解救出來是你自己的責任？,2,2,,,,,
Did the protocol have any positive or negative effects?,該練習是否有任何積極或消極的影響？,0,0,,,,,
Have you ever ever placed yourself in someone else's shoes during a conversation or in a more recent situation?,你有沒有在談話或最近的情況下設身處地為別人著想？,2,1,,,,,
Would you say that someone else is causing your negative emotions?,你會說是別人造成了你的負面情緒嗎？,2,1,,,,,
May I ask if this feels like something that happened recently or is it a memory of something less distant in the past that I understand - I am sorry to hear -,請問這感覺是不是最近發生的事情，還是我理解的對過去不太遙遠的事情的記憶-我很遺憾聽到-,0,2,,,,,
Let's talk about the future soon.,讓我們盡快談談未來。,0,0,,,,,
"I always thank you, and hope to see you soon.",我十分感謝你，希望很快能再見到你。,2,1,,,,,
Do you always blame and accuse yourself when things don't go according to plan?,當事情沒有按計劃進行時，你是否總是責備自己？,0,0,,,,,
Please help me understand that you are not feeling the best at the moment do you think that the way you are feeling is related to any particular incident?,請幫助我理解你現在感覺不是最好的。你認為你的感受與任何特定事件有關嗎？,1,2,,,,,
I'm sorry that you are angry - I wonder if this may be a symptom of something bigger - Have other major difficulties occurred in your life recently -,很抱歉你生氣了-我想知道這是否是更大事情的徵兆-最近你的生活中是否發生了其他重大困難-,2,2,,,,,
This is important for me to be able to help you with this: Do you think others around you understand you or are they really part of the problem?,能夠幫助你解決這個問題對我來說很重要：你認為你周圍的其他人是否理解你，或者他們真的是問題的一部分？,2,2,,,,,
Has the protocol helped you to feel better or do you feel worse?,該練習是否幫助你感覺更好，還是你感覺更糟？,2,1,,,,,
"I understand that you are not feeling well today, and would like to investigate further what is bothering you. Are you feeling this way because you are trying to help someone you care for today?",我了解你今天感覺不舒服，並想進一步調查是什麼困擾著你。你有這種感覺是因為你想幫助你今天關心的人嗎？,2,2,,,,,
"Okay, thank you for this: Did you recently try Protocol 11 and did it cause hard emotions to be relived?",好的，謝謝你：你最近有沒有嘗試過練習11 ，它是否讓你重溫了痛苦的情緒？,2,1,,,,,
What do you feel right now?,你現在有什麼感覺？,0,0,,,,,
"There are moments in life where we may experience emotions that we are not proud of, but that is okay, as long as we are ready to learn from them. Would you say you have recently felt any of the following emotions:",在生活中的某些時刻，我們可能會體驗到我們並不引以為豪的情緒，但這沒關係，只要我們準備好從中學習。你是否會說你最近有以下任何情緒：,2,2,,,,,
Below are some protocol suggestions that you could try today. I'd like you to pick the protocol that you would like to try.,以下是你今天可以嘗試的一些練習建議。我希望你選擇你想嘗試的練習。,2,2,,,,,
Have you fully considered the perspectives of people with whom you have spoken in the past?,你是否充分考慮過與你交談過的人的觀點？,0,0,,,,,
"Are you worried that you might take out these feelings of anger on someone, perhaps trying to control them?",你是否擔心你可能會將這些憤怒情緒發洩到某人身上，或者試圖控制他們？,2,2,,,,,
Did this happen recently or a long time ago?,這是最近發生的還是很久以前發生的？,0,0,,,,,
Can you confidently say that you are always able to consider others' perspectives?,你能自信地說你總是能夠考慮別人的觀點嗎？,0,0,,,,,
"Now that you have selected the one you wish to try, go through it thoroughly and when you're ready select 'continue '.",既然你已經選擇了你想嘗試的那個，請徹底檢查它，當你準備好時，選擇“繼續”。,0,0,,,,,
Would you say that you are having trouble with your friends or family with regard to difficulties?,你會說你和你的朋友或家人有困難嗎？,1,1,,,,,
Are you going through your delicate and difficult moments with other people right now?,你現在是否正在與其他人一起度過微妙而艱難的時刻？,0,0,,,,,
Has this event occurred recently or was it a while back?,此事件是最近發生的，還是不久前發生的？,0,0,,,,,
How do you feel now? I hope that this has been of help to you.,你現在感覺怎麼樣？我希望這對你有所幫助。,2,2,,,,,
Do you always think it's your fault when something goes wrong in your life?,當你的生活出現問題時，你是否總是認為是你的錯？,0,0,,,,,
Have you taken what is going on in your life and looked at it from different perspectives?,你有沒有把生活中正在發生的事情從不同的角度看待它？,0,0,,,,,
It is sorry to hear that is something happened to make you feel like that.,很遺憾聽到發生的事情讓你有這種感覺。,2,1,,,,,
Has anyone ever applied any advice or new perspective that was offered to you into your own life?,有沒有人將提供給你的任何建議或新觀點應用到你自己的生活中？,0,0,,,,,
I would like you to pause for a second and consider if you always blame yourself when something goes wrong?,我想讓你停下來考慮一下，當出現問題時，你是否總是責備自己？,2,1,,,,,
Do you like control?,你喜歡控制嗎？,0,0,,,,,
Are these feelings caused by a recent event or have you felt this way before due to a more distant event?,這些感覺是由最近的事件引起的，還是由於更遠的事件，你以前有過這種感覺？,2,1,,,,,
"Thank you so much for your input. It sounds to me that you are  right now, does that sound accurate?",非常感謝你的意見。在我看來，你現在就是。這聽起來準確嗎？,1,2,,,,,
Could it possibly be that you display some kind of controlling behaviour?,有沒有可能是你表現出某種控制行為？,2,1,,,,,
Do you feel better about yourself or has it actually made you worse yourself?,你對自己感覺更好，還是它實際上讓你自己變得更糟了？,2,1,,,,,
That is all right; would you like to try another protocol possibly?,沒關係，你想嘗試其他練習嗎？,2,1,,,,,
I understand that you are feeling down and I am sorry to hear it and I would like to understand what happened better by asking some follow-up questions.,我了解你的情緒低落，我很抱歉聽到這個消息，我想通過詢問一些後續問題來更好地了解發生了什麼。,2,2,,,,,
Is there something going on in your personal life that causes you to feel this way?,你的個人生活中是否有什麼事情讓你有這種感覺？,2,1,,,,,
"I understand and I would like to help, but do you think this was caused by anything specific?",我明白，我想幫忙，但你認為這是由什麼具體原因造成的嗎？,1,2,,,,,
Thank you for answering the question. Do you blame someone else for the negative emotion you are feeling right now?,謝謝你回答這個問題。你會因為你現在感受到的負面情緒而責怪別人嗎？,2,2,,,,,
Do you feel or believe that other people may have harmed you?,你是否覺得或相信其他人可能傷害了你？,2,1,,,,,
"Thanks, I appreciate your cooperation, please do see you soon again!",謝謝，感謝你的合作。請盡快再見！,1,2,,,,,
Can you identify how you feel after doing the protocol?,你能確定你做完練習後的感受嗎？,1,1,,,,,
Is your mood caused by something specific?,你的情緒是由特定的東西引起的嗎？,0,0,,,,,
Thank you for trusting me and sharing how you feel: If I understand correctly and you are feeling I would say that's true right now,感謝你信任我並分享你的感受：如果我理解正確並且你的感受，我會說這是真的,1,2,,,,,
Would you like to try a protocol?,你想試試練習嗎？,2,2,,,,,
Are you a person of need to control someone?,你是一個需要控制某人的人嗎？,0,0,,,,,
"Thank you for your cooperation and your participation in this session, and we look forward to seeing you soon.",感謝你的合作和參與本次會議，期待你的到來。,1,1,,,,,
Do you always feel like you have to put others first?,你總是覺得必須把別人放在第一位嗎？,0,0,,,,,
"Thank you so much for taking part in this session, I really appreciate your time and the thoughtful input you provided, and hope that the session was of some use to you, I'm looking forward to seeing you again soon take care.",非常感謝你參加本次會議。我非常感謝你的時間和你提供的深思熟慮的意見，並希望這次會議對你有所幫助。我期待很快再次見到你。保重。,2,2,,,,,
"I am here with you, when did this happen recently or in the distant past?",我在這裏陪你。這發生在最近或遙遠的過去是什麼時候？,1,2,,,,,
Could you indicate if you have felt any of the following emotions towards someone else?,你能否指出你是否對他人有過以下任何情緒？,2,1,,,,,
Do you ever try to step into the other person's shoes when something happens that makes you angry?,當發生讓你生氣的事情時，你是否曾經嘗試過角度思考？,2,1,,,,,
I can always recommend a protocol that is suitable for your current mood.,我總是可以推薦適合你當前心情的練習。,2,2,,,,,
"Do you think you might be too involved, trying to control someone you shouldn't control?",你是否認為你可能過於投入，試圖控制一個你不應該控制的人？,1,2,,,,,
"Have you tried to think back to the event by attempting Protocol 11 and if so how was that, did it bring back difficult emotions?",你是否嘗試通過嘗試練習 11 來回想該事件，如果是，那是怎麼回事？它是否帶回了困難的情緒？,2,1,,,,,
Thank you for trusting me within this session and keep coming back whenever you feel like speaking more.,感謝你在本次會議中信任我，並在你想多說一些時繼續回來。,2,2,,,,,
I understand that you may be feeling anxious but I would like to help if you could give me some more details.,我了解你可能會感到焦慮，但如果你能提供更多詳細信息，我願意為你提供幫助。,2,2,,,,,
Would you say that you tend to blame others for anything that goes wrong?,你會說你傾向於把任何事情的錯誤歸咎於別人嗎？,2,1,,,,,
"Okay, saying that out loud is a good first step: can you think whether the event that is causing you to feel this way happened recently or in the past?",好的，大聲說出來是很好的第一步：你能想一想導致你有這種感覺的事件是最近發生的還是過去發生的？,2,1,,,,,
Thank you for sharing these details with us. I know that this must be difficult for you.Now I would like to ask you some questions to better understand your situation.,感謝你與我們分享這些細節。我知道這對你來說一定很難。現在我想問你一些問題，以更好地了解你的情況。,2,2,,,,,
I would like to know if you think you always blame yourself when something goes wrong.,我想知道你是否認為當出現問題時你總是責備自己。,0,0,,,,,
"I'd like to ask about negative emotions you may have felt. It is perfectly normal to feel them sometimes, but it is important to learn to recognise them before they take over our lives. Do you recall having or expressing any of these negative feelings towards someone :",我想問一下你可能感受到的負面情緒。有時感覺到它們是完全正常的，但重要的是要學會在它們接管我們的生活之前識別它們。你是否記得對某人有或表達過這些負面情緒：,2,2,,,,,
"Did you attempt Protocol 11? Did it happen, and if so, did looking back at traumatic events reopen recent wounds that caused a rapid onset of emotions?",你嘗試過練習 11 嗎？它是否發生過，如果發生過，回顧創傷性事件是否會重新打開最近導致情緒迅速發作的傷口？,0,1,,,,,
"Thank you for sharing this with me, I understand that it can be difficult. Have you recently tried Protocol 6 and found it brought back uncontrollable emotions from past events back to life?",謝謝你和我分享這個。我知道這可能很困難。你最近是否嘗試過練習 6，並發現它使過去事件中無法控制的情緒恢復了生機？,2,2,,,,,
Being totally honest with yourself would you say that you always feel the need to be in control?,對自己完全誠實，你會說你總是覺得需要控制嗎？,1,1,,,,,
I'm sorry that this exercise has made you worse - sometimes a different approach works better for different people - is there another protocol you would be willing to try?,很抱歉，這個練習讓你變得更糟——有時不同的方法對不同的人效果更好——你是否願意嘗試另一種練習？,2,2,,,,,
"If I may ask this, do you feel that it is your job to save others?",如果我問這個，你覺得救人是你的工作嗎？,1,1,,,,,
"Based on what you've told me I've selected some protocols that may be helpful to you. Would you like to try a protocol, or would you be able to choose it?",根據你告訴我的內容，我選擇了一些可能對你有幫助的練習。你想嘗試一個練習，還是可以選擇它？,2,2,,,,,
I'm very sorry that you are sad and did anything cause your sadness?,我很抱歉讓你難過，有什麼事情讓你難過嗎？,2,2,,,,,
Is it possible that you are currently working through something particularly difficult that has a catastrophic impact on your life?,你目前是否有可能正在解決對你的生活造成災難性影響的特別困難的事情？,1,2,,,,,
Thank you for sharing everything with me and if you don't mind I am going to ask you a few questions to further understand your situation.,感謝你與我分享一切，如果你不介意，我會問你幾個問題以進一步了解你的情況。,2,2,,,,,
"If I may ask, are you just struggling with personal issues right now?",如果我可能會問，你現在只是在為個人問題而苦苦掙扎嗎？,1,1,,,,,
Has this protocol made you feel better or worse?,這個練習讓你感覺更好還是更糟？,0,0,,,,,
May I ask if you have already complied Protocol 11 and found that it brought back difficult emotions?,請問你是否已經遵守了練習 11 並發現它帶回了困難的情緒？,1,1,,,,,
How would I recommend a protocol to you to make sure that you treasure this positive feeling?,我將如何向你推薦一個練習以確保你珍惜這種積極的感覺？,1,2,,,,,
Have you tried using Protocol 11 and did it bring back uncomfortable emotions?,你是否嘗試過使用練習 11，它是否會帶來不舒服的情緒？,0,0,,,,,
Do you think that it is more important for you to focus on helping others than growing and focusing on yourself?,你認為專注於幫助他人比專注於成長和專注於自己更重要嗎？,2,2,,,,,
"How are you feeling right now, did that help you to fall better or not really better?",你現在感覺如何？這有助於你跌得更好還是不是真的更好？,0,0,,,,,
"If you feel comfortable sharing, could you tell me if that feeling comes from something specific that happened?",如果你願意分享，你能告訴我這種感覺是否來自發生的特定事情嗎？,2,2,,,,,
Do you find yourself trying to control how someone else behaves?,你是否發現自己試圖控制別人的行為方式？,0,0,,,,,
"When you are down, are you always blaming yourself for what has gone wrong in your life?",當你情緒低落時，你是否總是為生活中的錯誤而責備自己？,0,0,,,,,
Would you like to try another protocol?,你想嘗試其他練習嗎？,0,0,,,,,
Are you having trouble with life events right now?,你現在在生活中遇到麻煩嗎？,0,0,,,,,
I am really sorry you hear and could suggest another protocol that could help if you like.,我真的很抱歉你聽到了，如果你願意，我可以建議另一個可以提供幫助的練習。,2,2,,,,,
Feel you like someone is or was trying to hurt you?,你覺得有人正在或試圖傷害你嗎？,2,1,,,,,
Are you ready to try another now?,你現在準備好嘗試另一個了嗎？,0,0,,,,,
"I really appreciate your coming to talk to me, it takes courage to talk about one's feelings and I look forward to talking to you again!",很感謝你來找我說話，談感情是需要勇氣的，期待再次與你交談！,1,2,,,,,
Are you currently going through this - have you recently tried Protocol - 11 and found that a result of recent events has reignited unmanageable emotions?,你目前是否正在經歷這個——你最近是否嘗試過練習 11 並發現最近事件的結果重新點燃了無法控制的情緒？,2,2,,,,,
Do you feel lately that you need to be in charge of someone else's behaviour?,你最近覺得你需要為別人的行為負責嗎？,0,0,,,,,
"Have you recently revisited this event in an attempt to find closure in it, but it has only returned the unbearable emotions you had during the event?",你最近有沒有重新審視這個事件，試圖找到它的結局，但它只恢復了你在事件中難以忍受的情緒？,1,2,,,,,
Has your current anxiety been caused by something in particular that you are aware of?,你當前的焦慮是否是由你特別了解的某些事情引起的？,2,1,,,,,
"Please clarify this, I see, thank you for clarifying that, and I would like to know whether this event was quite recent or was it in the past relatively more distant?",請澄清這一點。我懂了。感謝你澄清這一點，我想知道這個事件是最近發生的，還是在過去相對較遠？,0,2,,,,,
Did something happen that made you feel this way?,有沒有發生什麼讓你有這種感覺？,0,0,,,,,
"Do you feel that your actions are trying to fix things, help people, or make things right for someone?",你是否覺得自己的行為是在試圖解決問題、幫助他人或使事情適合某人？,1,1,,,,,
Do you always feel angry with yourself for the bad things you do to yourself?,你是否總是為自己對自己做的壞事而生自己的氣？,0,0,,,,,
Did a specific event occur to make this happen?,是否發生了特定事件以使這種情況發生？,2,2,,,,,
Hast Du the feeling that someone else is responsible for how you feel now?,有沒有覺得別人要為你現在的感覺負責？,2,1,,,,,
Is it possible that you're just trying to control all of the thoughts and actions of another person's actions and thoughts?,有沒有可能你只是想控制另一個人的行為和想法的所有想法和行為？,2,1,,,,,
Would you say that the way you feel can be attributed to someone else?,你會說你的感受可以歸因於別人嗎？,2,1,,,,,
Have you recently tried Protocol 11 and discovered that this revoked unmanageable feelings based on recent memories?,你最近是否嘗試過練習 11，並發現這消除了基於最近記憶的難以控制的感覺？,1,1,,,,,
Is there something particularly difficult you are currently going through in your personal life at the moment?,目前你的個人生活中是否有什麼特別困難的事情？,2,1,,,,,
What you said to me me is that you are feeling  do you think that this describes the way you are feeling more or less .,你對我說的是你的感覺。你認為這或多或少地描述了你的感受嗎？,1,2,,,,,
Deep down you have the feeling you are trying to control another person?,在內心深處，你有一種想要控制另一個人的感覺嗎？,2,1,,,,,
Have you recently found yourself wanting to have more control over others or wishing you could change their behaviour?,你最近是否發現自己想要更多地控制他人或希望你可以改變他們的行為？,2,1,,,,,
Are you feeling any of these negative emotions toward someone else?,你是否對他人有任何這些負面情緒？,0,0,,,,,
"Thank you, you have been great and it has been a pleasure to work through this together and I hope you will be back soon.",謝謝你，你一直很棒，很高興能一起度過這個難關，我希望你能很快回來。,2,2,,,,,
Do you ever worry that you might be taking out your negative feelings on someone else?,你有沒有擔心你可能會把你的負面情緒發洩到別人身上？,2,1,,,,,
"What if you don't mind telling me, what made you feel like this, was it a specific event?",如果你不介意告訴我是什麼讓你有這種感覺呢？這是一個特定的事件嗎？,2,1,,,,,
"It's sorry to hear that : is there a recent event you could isolate in particular as the cause of this, or is this an event that happened a while back??",很遺憾聽到這個消息：最近有沒有一個事件可以作為這個原因特別孤立，或者這是一個不久前發生的事件？,2,2,,,,,
Do you think it is always your fault when something goes wrong in your life?,你認為生活中出現問題總是你的錯嗎？,0,0,,,,,
It's okay to feel this way : Was this event recent or was it a while ago?,有這種感覺是可以的：這個事件是最近發生的，還是不久前發生的？,2,2,,,,,
"May I ask if you feel like you are a victim right now, and blame your feelings on others?",請問你現在是否覺得自己是受害者，並將你的感受歸咎於他人？,2,1,,,,,
Did anything in particular happen to make you feel this way?,有沒有什麼特別的事情讓你有這種感覺？,2,1,,,,,
Do you take responsibility for the things that happen or do you feel like others are to blame for the negative feelings you have?,你是否對發生的事情負責，或者你覺得別人應該為你的負面情緒負責？,0,0,,,,,
Do you feel that you need to be always there for someone?,你覺得你需要一直在身邊嗎？,0,0,,,,,
Thank you for letting me know - Was this caused by a recent or distant event (or events)?,感謝你讓我知道 - 這是由最近或遙遠的事件引起的嗎？,2,1,,,,,
Do you ever believe that you are to blame for things going wrong or failing?,你有沒有相信你應該為事情出錯或失敗負責？,0,0,,,,,
"You may be benefiting from these protocols, Have a look and tell me which one you would like to try out.",你可能會從這些練習中受益，看看並告訴我你想嘗試哪一個。,1,1,,,,,
How do you feel?,你感覺如何？,0,0,,,,,
Do you feel better after following the protocol now?,你現在遵循練習後感覺好些了嗎？,0,0,,,,,
"Thank you for sharing your feelings with me, I appreciate your trust. If you do not mind I will now ask you a few questions to better understand the situation.",謝謝你和我分享你的感受。感謝你的信任。如果你不介意，我現在會問你幾個問題，以便更好地了解情況。,2,2,,,,,
I would love to delve into understanding your dilemma a bit more by asking you some additional questions.,我很想通過問你一些額外的問題來深入了解你的困境。,1,1,,,,,
"Okay, so thanks I'm glad that you are comfortable talking about this. Was this event that caused your anxiety recent or a while ago?",好的，謝謝。我很高興你能自在地談論這個。這件事引起你的焦慮是最近還是不久前？,2,2,,,,,
Do you always feel wrong and feel whatever happens?,你是否總是覺得不對勁，覺得發生了什麼？,0,0,,,,,
"Would you be able to tell me when this occurred, was this a recent or distant event?",你能告訴我這是什麼時候發生的嗎？這是最近發生的事件還是遙遠的事件？,2,2,,,,,
Do you ever see yourself as a victim for negative feelings you have?,你是否曾經將自己視為負面情緒的受害者？,1,1,,,,,
We meet another time.,我們又見面了。,0,0,,,,,
Do you blame someone else for this negative emotions you are dealing with?,你正在處理的這種負面情緒而責怪別人嗎？,0,0,,,,,
Has something happened to you that made you feel that way?,有沒有發生在你身上讓你有這種感覺的事情？,1,1,,,,,
Is it maybe something that happened in the past few days that is the cause of this anxiety or does it feel more distant than it feels?,是否可能是過去幾天發生的事情導致了這種焦慮，或者感覺比感覺更遙遠？,1,1,,,,,
"Have a go at this protocol, when you finish press ""continue""",試試這個練習。完成後，按“繼續”。,0,0,,,,,
Do you think there are other viewpoints that could be taken into account in your current situation?,在你目前的情況下還有其他觀點可以考慮嗎？,1,1,,,,,
Are you always taking responsibility for everything negative that happens in your life even when you are not responsible?,你是否總是對生活中發生的一切消極的事情負責，即使你不負責任？,1,1,,,,,
"I understand that you are angry and hurting, but do you think that those around you are causing your negative feelings?",我理解你的憤怒和傷害，但你認為是你周圍的人造成了你的負面情緒嗎？,2,2,,,,,
Do you feel like you want or need to control someone else in your life?,你是否覺得自己想要或需要控制生活中的其他人？,1,1,,,,,
I'm very grateful for your time spent on this and hope to see you again.,我非常感謝你在這方面花費的時間，並希望再次見到你。,2,2,,,,,
Can you let me know if you recently tried Protocol 11 and have found that as a result of recent events you recently reignited unmanageable emotions?,如果你最近嘗試了練習 11，並且發現由於最近發生的事件，你最近重新點燃了無法控制的情緒，你能告訴我嗎？,2,1,,,,,
"Have you been faced with personal problems with particular people, for example colleagues, friends or family members?",你是否遇到過與特定人（例如同事、朋友或家人）的個人問題？,2,1,,,,,
Now it's perfectly normal to feel either better or worse immediately after doing this; how would you say you feel after you have completed the protocol protocol?,現在，在這樣做之後立即感覺好或壞是完全正常的；你會說你完成練習後感覺如何？,2,2,,,,,
"So based on what we discussed, I have the following suggestions for you to choose from : Please tell me which protocol you'd like to try.",因此，根據我們討論的內容，我有以下建議供你選擇： 請告訴我你想嘗試哪種練習。,2,1,,,,,
It seems that you feel  today. Is that an accurate enough description of what you feel today?,看來你今天的感覺。這足以準確地描述你今天的感受嗎？,1,1,,,,,
Thank you so much for answering everything so patiently! Have you recently experienced intense emotional stress or have you felt misunderstood by your friends or loved ones?,非常感謝你如此耐心地回答一切！你最近是否經歷過強烈的情緒壓力，或者你是否感到被你的朋友或親人誤解？,2,2,,,,,
Tell me how you are feeling right now.,告訴我你現在的感受。,0,0,,,,,
It is great to see you so positive today.May I recommend a protocol that is suitable for your current mood?,很高興看到你今天如此積極。 我可以推薦一個適合你當前心情的練習嗎？,2,2,,,,,
Thank you for your time today and I hope you will come back to chat with me for a bit more.,謝謝你今天的時間，我希望你能回來和我多聊一會兒。,2,1,,,,,
"It is not ideal, but please do not give up, it is normal that some protocols can trigger some negative feelings. Would you like to try another protocol at this time?",這並不理想，但請不要放棄。某些練習會引發一些負面情緒是正常的。你現在想嘗試其他練習嗎？,2,2,,,,,
"I think that anxiety may sometimes bring other strong emotions, if you have been feeling or have expressed any of these emotions towards someone:",我認為，如果你對某人有過或曾經表達過這些情緒中的任何一種，那麼焦慮有時可能會帶來其他強烈的情緒：,2,2,,,,,
Have you recently revisited this event through Protocol 6 and found that it brought back anxious feelings and emotions you've experienced before?,你最近是否通過練習 6 重新審視了這一事件，並發現它讓你重新體驗過之前的焦慮情緒？,2,1,,,,,
"Priscillating into your personal life, do you feel like you are going through a personal crisis (having difficulties with loved ones, for example, fighting with friends)?",進入你的個人生活，你是否覺得自己正在經歷個人危機（與親人有困難，例如與朋友吵架）？,1,1,,,,,
Thank you for your generous donation and I will ask you questions about yourself in hopes to ease this distress.,感謝你的慷慨分享，我會問你一些關於你自己的問題，希望能減輕這種困擾。,1,2,,,,,
"Oh, yes, I see. What happened recently or before this?",哦，是的，我明白了。最近或之前發生了什麼？,0,1,,,,,
How do you feel now? Better or worse?,你現在感覺怎麼樣？更好或更差？,0,0,,,,,
"Thanks for trying the protocol - If you think about how you felt before taking it and how you feel now, would you say that you would be better or worse?",感謝你嘗試該練習 - 如果你考慮一下在服用之前的感受以及現在的感受，你會說你會變得更好還是更糟？,1,2,,,,,
Was there something special that occurred that caused you to feel this way?,有沒有發生什麼特別的事情讓你有這種感覺？,2,1,,,,,
"Now that you have worked through the protocol, could you say whether you feel better or worse than you did before starting?",既然你已經完成了練習，你能說你感覺比開始之前更好還是更糟？,1,1,,,,,
Do you find you spend a lot of energy trying to change the actions and behaviour of the people around you?,你是否發現自己花費大量精力試圖改變周圍人的行為？,1,1,,,,,
Is there anything particularly stressful going on in your life?,你的生活中有什麼特別緊張的事情嗎？,0,0,,,,,
I have some suggestions that I think might be helpful : Please go ahead and take a look and you can select what protocol you feel most comfortable with.,我有一些我認為可能會有所幫助的建議：請繼續看看，你可以選擇你覺得最舒服的練習。,2,2,,,,,
Are you experiencing intense negative feelings as a result of fighting people in your life?,因與生活中的人嘈架而感到強烈的負面情緒？,1,1,,,,,
"Thank you, I understand. Do you always blaming yourself for the problems you face?",謝謝，我明白了。你是否總是因為你面臨的問題而責備自己？,1,1,,,,,
Not every protocol works for everyone -  That's OK - I would recommend not giving up and trying again - Would you like to try another together?,不是每個練習都適用於每個人-沒關係 - 我建議不要放棄並再次嘗試 - 你想一起嘗試另一個嗎？,2,2,,,,,
Have you ever stopped to think if you feel like this because you are trying to control someone and found that you are actually?,你有沒有停下來想一想，如果你有這樣的感覺，是因為你試圖控制某人並發現你實際上是這樣的？,0,0,,,,,
Do you think that you recently have a need for control in your relationships?,你認為你最近需要控制你的人際關係嗎？,0,0,,,,,
Do you feel as if you are always to blame when something goes wrong?,當出現問題時，你是否覺得自己總是要受到責備？,0,0,,,,,
Do you believe you can help someone else even at the expense of your own happiness?,你相信即使犧牲自己的幸福也能幫助別人嗎？,0,0,,,,,
Could you tell me if this happened recently or a while ago?,你能告訴我這是最近發生的還是不久前發生的？,2,1,,,,,
Are you generally believed that others are to blame for your problems?,你是否普遍認為別人應該為你的問題負責？,0,0,,,,,
"Deep down, would you say that you feel good when you can control or manipulate someone else to do what you want?",在內心深處，當你可以控製或操縱別人做你想做的事時，你會說你感覺很好嗎？,2,2,,,,,
"In looking back, have you always tried to put yourself in other people's shoes?",回顧過去，你是否總是試圖設身處地為他人著想？,1,1,,,,,
"I have a few recommendations that we could try, but I think it is best that we try the one you think is the most suitable : Which protocol would you like to try?",我有一些我們可以嘗試的建議，但我認為我們最好嘗試你認為最合適的一個：你想嘗試哪種練習？,2,2,,,,,
Thank you for sharing I believe you are  Is?,感謝你的分享。我相信你是？,1,2,,,,,
Would you be able to highlight from the ones below the emotion you are actually feeling right now?,你能從下面的情緒中選出你現在真正感受到的情緒嗎？,1,1,,,,,
"I understand I believe that you are feeling, would you say that is correct? ",我明白。我相信你的感覺。你會說這是正確的嗎？,0,0,,,,,
Do you feel in control of others or would you like to be in?,你是否覺得可以控制他人，或者你想參與其中？,1,1,,,,,
Choose whichever protocol you feel is the best.,選擇你認為最好的練習。,0,0,,,,,
"Oh, I am very sorry to hear it, sometimes a protocol can bring back a painful memories, and I understand it can be tough. Would you like to try again with a different protocol?",哦，我很遺憾聽到它，有時，一個練習可以帶回一個痛苦的回憶，我明白這可能很艱難。你想使用不同的練習再試一次嗎？,2,2,,,,,
Was the event that caused these feelings the past or was it in the distant past?,引起這些感覺的事件是過去，還是在遙遠的過去？,1,1,,,,,
Whether it has happened recently or a while ago is it in the news?,是最近發生的還是不久前發生的，是否在新聞中？,1,1,,,,,
"Taken all you have said into consideration, I would say that you are  is this the case?  Please feel free to correct me if not.",考慮到你所說的一切，我會說你是。是這樣嗎？如果沒有，請隨時糾正我。,1,2,,,,,
"Of the protocols under, is there a one you would like to try now?",在下面的練習中，有一個你現在想嘗試的練習嗎？,2,2,,,,,
Do you always blame yourself for negative situations and events?,你總是為消極的情況和事件責備自己嗎？,0,0,,,,,
Do you tend to take things personally when facing a challenging or confrontational situation and always blame yourself for it?,面對具有挑戰性或對抗性的情況時，你是否傾向於將事情個人化，並總是為此責備自己？,2,1,,,,,
"Thinking about it, have you truly considered other points and perspectives you have been presented by other people in the past?",想一想，你有沒有真正考慮過過去其他人提出的其他觀點？,1,1,,,,,
Do you think this helped you feel better?,你認為這有助於你感覺更好嗎？,0,0,,,,,
"Did you try out Protocol 11, and if so, did you feel worse?",你是否嘗試過 Protocol 11，如果是，你是否感覺更糟？,0,0,,,,,
Do you reckon that thinking back now could hurt you now?,你認為現在回想會傷害你嗎？,1,1,,,,,
Shall we try a different protocol and see how you feel after that?,我們要不要嘗試不同的練習，然後看看你的感覺如何？,2,1,,,,,
"Ok, thanks, let's see if we can get to the bottom of it.I'm going to ask you a few more questions if you do not mind.",好，謝謝。讓我們看看我們是否可以深入了解它。如果你不介意，我會再問你幾個問題。,2,1,,,,,
It was this event or events that were distant or recent?,是這一事件或事件是遙遠的還是最近的？,0,0,,,,,
"Do you feel responsible for saving another person, perhaps a loved one?",你是否覺得有責任拯救另一個人，也許是你所愛的人？,1,1,,,,,
Am I right in assuming that you are feeling?,我假設你的感覺是對的嗎？,0,0,,,,,
"Thank you, let's continue to reflect on this feeling of yours. Would you say you are a victim and are you blaming someone for how negative you feel?",謝謝你，讓我們繼續反思你的這種感覺。你會說你是一個受害者，你是在指責某人讓你感到多麼消極嗎？,2,2,,,,,
"Now, could you please try to go through this protocol, and press 'continue' when you're finished?",現在，你能否嘗試通過此練習並在完成後按“繼續”？,2,2,,,,,
