response,empathy_score,fluency_score,sentiment_score
多謝你到目前為止嘅回答。請問你而家係咪覺得自己正係經歷個人危機，或者你係咪正係同周圍嘅人遇到難以處理嘅人際關係困難？,1,0.2,0.933796818
Thank you！我想知道你係咪因為同朋友或家人嘅問題而正係經歷特別困難嘅時刻。,0.5,0.15,0.889076788
多謝你嘅耐心等待，我真係好感激。你可以話俾我知，你係咪覺得係你生命中嘅呢個一刻正係經歷個人危機，係工作或家庭中遇到嚴重嘅困難？,1,0.18,0.848553175
多謝你如此耐心和合作。如果你唔介意，我希望你話俾我知你係咪覺得你此刻正係生活中掙扎。,1,0.21,0.945383941
我知道呢個可能好難，所以多謝你如此耐心地回答所有問題。你最近係咪經歷過強烈嘅情緒壓力，或者你係咪感到被朋友或親人誤會？,1,0.22,0.933796818
我想知道你嘅擔心係咪可以係更廣泛嘅問題上解決。你係生活中係咪遇到任何重大問題，例如，你係咪同所愛嘅人鬧交了？,1,0.27,0.963046474
你係咪會將你生命中嘅呢個一刻描述為一個緊張而復雜嘅時刻，你嘅人際關係同感情都受緊挑戰？,0.5,0.11,0.958161092
你而家係咪有可能正係經歷緊一D特別困難嘅嘢，呢個對你嘅生活產生咗嚴重嘅影響？,1,0.12,0.967242891
為咗俾我可以幫你，我需要知道你嘅生活中係咪正係發生重大事件。你覺得你而家過得特別困難，無論係工作中，係屋企或者同朋友一齊？,1,0.2,0.950269322
睇起嚟你可能過得好難，你可以同我傾吓。你嘅生活中有咩特別令人痛苦嘅嘢嗎？,1,0.15,0.966867093
請問你而家生活入面係咪遇到困難，可能會導致你過度擔心？,0.5,0.15,0.962044344
Thank you 你對我坦白，我真係好感激。請問你係咪遇到同親人或朋友嘅一D問題，或者你係咪處理過任何其他重大嘅痛苦事件？,1,0.18,0.979017913
希望你可以對我坦白，我想幫你處理呢D負面情緒。如果我問，你係咪覺得你而家正係經歷個人危機（例如同親人相處困難或同朋友鬧交）？,1,0.18,0.953902042
多謝你嘅堅強及誠實。如果我問你，你係咪覺得自己正係經歷特別困難嘅情況，無論係同家人、朋友定係係親人？,1,0.17,0.969497683
接下嚟呢D問題可能涉及到你嘅個人生活，我好理解如果你唔願意回答。請問你係咪正係經歷某種個人危機或緊急情況，呢個係咪係你情緒嘅原因？,1,0.22,0.979957409
Thank you，我想繼續了解你嘅情況。你嘅社交有冇因為最近發生嘅任何事情而收到嚴重嘅影響？,0.5,0.17,0.383940874
雖然係生活中遇到一D困難係正常嘅，但同愛人分手或同朋友鬧交等重大事件有時會導致個人危機。你認為你而家可能正係經歷嚴重嘅個人危機嗎？,1,0.15,0.839220844
我想問你關於你生活中嘅嘢嘅總體情況。而家，你係咪覺得同朋友或家人有未解決嘅問題？,1,0.13,0.741387949
我希望你能信任我，如果你需要幫助，請話俾我知。你覺得你而家正係經歷一段非常艱難嘅時期嗎？,1,0.2,0.635663284
當每個人嘅個人生活唔順利時，佢地就會變得擔心。你嘅個人生活係咪俾平時壓力更大而引致（例如，同親人或朋友嘅問題）？,0.5,0.19,0.72360015
我想知道你生活中嘅其他事情同人際關係而家進展點。你目前係咪正係經歷一個特別艱難嘅時期，或者正面臨重大問題？,1,0.19,0.692471502
我想問吓你最近生活中有冇令你感到困擾嘅部分？,0.5,0.12,0.814731304
或者你嘅壓力源於你個人正係經歷嘅一D困難。你係同親人或朋友相處時遇到任何困難嗎？,1,0.11,0.659777026
Thank you ，我想更多咁了解你嘅感受。你目前有冇遇到任何困難？,0.5,0.12,0.904797695
我想知道最近有冇咩大事發生。係你嘅生活中，有冇咩事突然感覺俾平常更重要？,0.5,0.15,0.863084054
講你目前係個人生活中遇到困難嘅情況係咪準確，例如同親人或朋友嘅關係？,1,0.11,0.800576224
好遺憾聽到你嘅麻煩，你而家係咪同親人嘅相處遇到困難？,0.5,0.09,0.583239384
I'm sorry，我想知道你最近生活入面係咪發生咗咩重大問題？,0.5,0.19,0.889389954
你會話你而家正係經歷緊個人創傷，可能涉及你嘅親人或朋友嗎？,0.5,0.12,0.882750846
多謝你嘅答覆。如果你唔介意我問吓，你而家正係經歷緊個人危機嗎？你嘅人際關係或者其他嘢有冇遇到D咩困難？,0.5,0.11,0.899098083
如果你唔介意我問，你係咪覺得你同朋友、家人或親人遇到咗一D控制唔到嘅問題？,1,0.15,0.692471502
Thank you 你對我坦白，我想幫你釋放負面嘅諗法。係咪因為同家人或親人嘅問題，所以你而家覺得好辛苦？,1,0.15,0.665601904
我想問吓你，你係咪經歷緊個人危機，係關於你生活入面嘅而且其他人係處理唔到嘅問題？,0.5,0.17,0.844356758
我想知道呢種擔心係咪有更深層嘅原因。你嘅生活入面係咪發生咗一件重大事件、危機或者係你關心嘅人發生咗問題？,1,0.23,0.703745459
我想知道你嘅擔心係咪會被突然觸發。你最近係生活入面有冇遇到困難？,0.5,0.17,0.659777026
你而家係咪有可能正係經歷緊一D特別困難嘅嘢，呢個對你嘅生活產生咗嚴重嘅影響？,1,0.12,0.862708255
好遺憾聽到你嘅麻煩，你而家係咪同親人嘅相處遇到困難？,0.5,0.09,0.692471502
I'm sorry，我想知道你最近生活入面係咪發生咗咩重大問題？,0.5,0.19,0.83427283
你會話你而家正係經歷緊個人創傷，可能涉及你嘅親人或朋友嗎？,0.5,0.12,0.926218214
多謝你嘅答覆。如果你唔介意我問吓，你而家正係經歷緊個人危機嗎？你嘅人際關係或者其他嘢有冇遇到D咩困難？,0.5,0.11,0.816610297
如果你唔介意我問，你係咪覺得你同朋友、家人或親人遇到咗一D控制唔到嘅問題？,1,0.15,0.782851058
Thank you 你對我坦白，我想幫你釋放負面嘅諗法。係咪因為同家人或親人嘅問題，所以你而家覺得好辛苦？,1,0.15,0.775335087
我想問吓你，你係咪經歷緊個人危機，係關於你生活入面嘅而且其他人係處理唔到嘅問題？,0.5,0.17,0.742139547
我想知道呢種擔心係咪有更深層嘅原因。你嘅生活入面係咪發生咗一件重大事件、危機或者係你關心嘅人發生咗問題？,1,0.23,0.933796818
我想知道你嘅擔心係咪會被突然觸發。你最近係生活入面有冇遇到困難？,0.5,0.17,0.879118126
你而家係咪有可能正係經歷緊一D特別困難嘅嘢，呢個對你嘅生活產生咗嚴重嘅影響？,1,0.12,0.896029062
好遺憾聽到你嘅麻煩，你而家係咪同親人嘅相處遇到困難？,0.5,0.09,0.679193286
I'm sorry，我想知道你最近生活入面係咪發生咗咩重大問題？,0.5,0.19,0.383940874
你會話你而家正係經歷緊個人創傷，可能涉及你嘅親人或朋友嗎？,0.5,0.12,0.272516598
多謝你嘅答覆。如果你唔介意我問吓，你而家正係經歷緊個人危機嗎？你嘅人際關係或者其他嘢有冇遇到D咩困難？,0.5,0.11,0.759363648
如果你唔介意我問，你係咪覺得你同朋友、家人或親人遇到咗一D控制唔到嘅問題？,1,0.15,0.464111236
Thank you 你對我坦白，我想幫你釋放負面嘅諗法。係咪因為同家人或親人嘅問題，所以你而家覺得好辛苦？,1,0.15,0.596893398
我想問吓你，你係咪經歷緊個人危機，係關於你生活入面嘅而且其他人係處理唔到嘅問題？,0.5,0.17,0.803895779
我想知道呢種擔心係咪有更深層嘅原因。你嘅生活入面係咪發生咗一件重大事件、危機或者係你關心嘅人發生咗問題？,1,0.23,0.596893398
我想知道你嘅擔心係咪會被突然觸發。你最近係生活入面有冇遇到困難？,0.5,0.17,0.634661155
你而家係咪有可能正係經歷緊一D特別困難嘅嘢，呢個對你嘅生活產生咗嚴重嘅影響？,1,0.12,0.72360015
好遺憾聽到你嘅麻煩，你而家係咪同親人嘅相處遇到困難？,0.5,0.09,0.68251284
I'm sorry，我想知道你最近生活入面係咪發生咗咩重大問題？,0.5,0.19,0.198546912
你會話你而家正係經歷緊個人創傷，可能涉及你嘅親人或朋友嗎？,0.5,0.12,0.213829387
多謝你嘅答覆。如果你唔介意我問吓，你而家正係經歷緊個人危機嗎？你嘅人際關係或者其他嘢有冇遇到D咩困難？,0.5,0.11,0.24220218
如果你唔介意我問，你係咪覺得你同朋友、家人或親人遇到咗一D控制唔到嘅問題？,1,0.15,0.746523863
Thank you 你對我坦白，我想幫你釋放負面嘅諗法。係咪因為同家人或親人嘅問題，所以你而家覺得好辛苦？,1,0.15,0.24220218
我想問吓你，你係咪經歷緊個人危機，係關於你生活入面嘅而且其他人係處理唔到嘅問題？,0.5,0.17,0.596893398
我想知道呢種擔心係咪有更深層嘅原因。你嘅生活入面係咪發生咗一件重大事件、危機或者係你關心嘅人發生咗問題？,1,0.23,0.856382312
我想知道你嘅擔心係咪會被突然觸發。你最近係生活入面有冇遇到困難？,0.5,0.17,0.596893398
你而家係咪有可能正係經歷緊一D特別困難嘅嘢，呢個對你嘅生活產生咗嚴重嘅影響？,1,0.12,0.596893398
好遺憾聽到你嘅麻煩，你而家係咪同親人嘅相處遇到困難？,0.5,0.09,0.76750595
I'm sorry，我想知道你最近生活入面係咪發生咗咩重大問題？,0.5,0.19,0.540523613
你會話你而家正係經歷緊個人創傷，可能涉及你嘅親人或朋友嗎？,0.5,0.12,0.540523613
多謝你嘅答覆。如果你唔介意我問吓，你而家正係經歷緊個人危機嗎？你嘅人際關係或者其他嘢有冇遇到D咩困難？,0.5,0.11,0.68251284
如果你唔介意我問，你係咪覺得你同朋友、家人或親人遇到咗一D控制唔到嘅問題？,1,0.15,0.096580233
Thank you 你對我坦白，我想幫你釋放負面嘅諗法。係咪因為同家人或親人嘅問題，所以你而家覺得好辛苦？,1,0.15,0.198546912
我想問吓你，你係咪經歷緊個人危機，係關於你生活入面嘅而且其他人係處理唔到嘅問題？,0.5,0.17,0.257234123
我想知道呢種擔心係咪有更深層嘅原因。你嘅生活入面係咪發生咗一件重大事件、危機或者係你關心嘅人發生咗問題？,1,0.23,0.025742202
,,,
我好開心聽到呢個！你想我推薦一個練習嚟進一步增強你嘅積極性嗎？,0.5,0.11,0.272516598
Oh 真係太好了！如果你願意，我想推薦一個符合你而家感覺嘅練習。,1,0.15,0.583239384
有呢種感覺真好！我可以推薦一個練習，佢可以幫助增強你嘅感受。,1,0.13,0.184642365
如果可以嘅話，我想推薦一個練習。,0.5,0.2,0.198546912
太好啦！我啱啱好有一個可以幫助最大化呢種積極情緒嘅練習，你想唔想試吓啊？,0.5,0.14,0.569334837
聽起嚟唔錯。我有一個練習，你可以嘗試進一步改善呢種感覺，想唔想試吓？,0.5,0.2,0.383940874
咁太好啦，而家為咗令你感覺更好，我可以建議一個練習，你有興趣嗎？,0.5,0.22,0.659777026
聽到呢個消息我好開心。你係咪有興趣睇吓可以嘗試嘅練習？,0.5,0.15,0.495365151
聽到呢個消息我好開心！我可以建議一種可能有助於增強你積極情緒嘅練習，make sure 你可以長時間咁覺得開心。,1,0.22,0.671301516
好開心你好好。我可以俾你一個練習，你想令到呢種開心嘅感覺last lon嘅r 嗎？,1,0.1,0.629399975
咁太好啦！你想我建議你可以嘗試增強呢種感覺嘅練習嗎？,0.5,0.16,0.733057748
我好開心聽到呢個。我認為呢個將係嘗試可以令你感覺更好嘅練習嘅最佳時機。,1,0.18,0.889640486
聽到呢個消息我好開心！我地試下一個練習，你覺得點啊？,1,0.22,0.733057748
咁太好啦！我可以推薦一個你可以嘗試增強呢種開心嘅感覺嘅練習嗎？,0.5,0.18,0.797131404
太好啦！我好開心聽到佢。我可以推薦一個練習嚟增強你積極情緒嗎？,0.5,0.12,0.635663284
咁好好啊！如果你願意，我有一D練習建議可以幫你感覺更好。,0.5,0.14,0.416259552
太好啦！如果你想聼吓，我仍然可以推薦一個幫助建立呢種開心感覺嘅練習。,0.5,0.14,0.351622197
Nice！我好開心聽到你覺得開心。如果你願意，我可以建議一個練習嚟提升你嘅情緒。,1,0.22,0.303770512
我真係好開心你有呢種感覺。我可以推薦一個可以令你感覺更快樂嘅練習，你想唔想睇下？,1,0.19,0.495365151
我好開心你心情好好。我可以同你推薦一個練習，你可以試吓令自己感覺更好！你覺得好冇啊？,0.5,0.22,0.733057748
太好啦！我為你開心！我可以推薦一個練習俾你試吓嗎？,0.5,0.13,0.635663284
好開心聽到你感覺好好。你目前嘅狀態會俾你一個好好嘅基礎嚟嘗試一D練習，我地可以試試嗎？,1,0.16,0.763434799
好嘅！如果你願意，等我地通過練習嚟探索更多關於呢個感受。,0.5,0.14,0.733057748
Oh 我好開心聽到呢個消息！感覺快樂/滿足係我地都想保持嘅東西，所以我可以推薦一個練習，你想試吓嗎？,1,0.15,0.733057748
太好啦！你想試下一個練習嗎？,0.5,0.07,0.844356758
好好，等我地揾一種方法嚟保持呢種感覺！我可以推薦一個練習俾你試吓嗎？,0.5,0.06,0.822560441
真係太好啦！你想嘗試一種符合你心情嘅練習嗎？,1,0.12,0.889640486
咁太好啦！為了保持呢種狀態，我可以同你建議一個你可以做嘅練習嗎？,0.5,0.21,0.759363648
好開心睇到你今日咁積極。我可以推薦一個適合你而家嘅心情嘅練習嗎？,1,0.14,0.839220844
呢個係一種好好嘅感覺。我可以建議一個練習嚟幫助增強同保持開心嘅感覺嗎？,0.5,0.19,0.797131404
好嘅！我同你推薦一個練習，咁你可以保持呢種感覺好冇啊？,0.5,0.15,0.303770512
呢個真係太好了！如果你願意，我可以建議一個練習嚟增強你而家嘅情緒。,1,0.21,0.416259552
好開心聽到你有呢種感覺。我有一個練習可以增強呢種開心嘅感覺，你想試試嗎？,1,0.23,0.416259552
我好開心聽到呢個！你想我推薦一個練習嚟進一步增強你嘅積極性嗎？,0.5,0.11,0.555054491
Oh 真係太好啦！如果你願意，我想推薦一個符合你而家感覺嘅練習。,1,0.13,0.907553551
有呢種感覺真好！我可以推薦一個練習，佢可以幫助增強你嘅感受。,1,0.13,0.75516723
如果可以嘅話，我想推薦一個練習。,0.5,0.2,0.822560441
太好啦！我啱啱好有一個可以幫助最大化呢種積極情緒嘅練習，你想唔想試吓啊？,0.5,0.14,0.383940874
聽起嚟唔錯。我有一個練習，你可以嘗試進一步改善呢種感覺，想唔想試吓？,0.5,0.2,0.967994488
咁太好啦，而家為咗令你感覺更好，我可以建議一個練習，你有興趣嗎？,0.5,0.22,0.931980458
聽到呢個消息我好開心。你係咪有興趣睇吓可以嘗試嘅練習？,0.5,0.15,0.963923337
聽到呢個消息我好開心！我可以建議一種可能有助於增強你積極情緒嘅練習，make sure 你可以長時間咁覺得開心。,1,0.22,0.97269197
好開心你好好。我可以俾你一個練習，你想令到呢種開心嘅感覺last lon嘅r 嗎？,1,0.1,0.963860704
咁太好啦！你想我建議你可以嘗試增強呢種感覺嘅練習嗎？,0.5,0.16,0.982901165
我好開心聽到呢個。我認為呢個將係嘗試可以令你感覺更好嘅練習嘅最佳時機。,1,0.18,0.943504948
聽到呢個消息我好開心！我地試下一個練習，你覺得點啊？,1,0.22,0.988037079
咁太好啦！我可以推薦一個你可以嘗試增強呢種開心嘅感覺嘅練習嗎？,0.5,0.18,0.947262934
太好啦！我好開心聽到佢。我可以推薦一個練習嚟增強你積極情緒嗎？,0.5,0.12,0.912689465
咁好好啊！如果你願意，我有一D練習建議可以幫你感覺更好。,0.5,0.14,0.040648879
太好啦！如果你想聼吓，我仍然可以推薦一個幫助建立呢種開心感覺嘅練習。,0.5,0.14,0.956156833
Nice！我好開心聽到你覺得開心。如果你願意，我可以建議一個練習嚟提升你嘅情緒。,1,0.22,0.955029438
我真係好開心你有呢種感覺。我可以推薦一個可以令你感覺更快樂嘅練習，你想唔想睇下？,1,0.19,0.971439309
我好開心你心情好好。我可以同你推薦一個練習，你可以試吓令自己感覺更好！你覺得好冇啊？,0.5,0.22,0.933796818
太好啦！我為你開心！我可以推薦一個練習俾你試吓嗎？,0.5,0.13,0.959288488
好開心聽到你感覺好好。你目前嘅狀態會俾你一個好好嘅基礎嚟嘗試一D練習，我地可以試試嗎？,1,0.16,0.922021796
好嘅！如果你願意，等我地通過練習嚟探索更多關於呢個感受。,0.5,0.14,0.967806589
Oh 我好開心聽到呢個消息！感覺快樂/滿足係我地都想保持嘅東西，所以我可以推薦一個練習，你想試吓嗎？,1,0.15,0.961230114
太好啦！你想試下一個練習嗎？,0.5,0.07,0.963860704
好好，等我地揾一種方法嚟保持呢種感覺！我可以推薦一個練習俾你試吓嗎？,0.5,0.06,0.944694977
真係太好啦！你想嘗試一種符合你心情嘅練習嗎？,1,0.12,0.976763122
咁太好啦！為了保持呢種狀態，我可以同你建議一個你可以做嘅練習嗎？,0.5,0.21,0.943504948
好開心睇到你今日咁積極。我可以推薦一個適合你而家嘅心情嘅練習嗎？,1,0.14,0.962044344
呢個係一種好好嘅感覺。我可以建議一個練習嚟幫助增強同保持開心嘅感覺嗎？,0.5,0.19,0.975573093
好嘅！我同你推薦一個練習，咁你可以保持呢種感覺好冇啊？,0.5,0.15,0.92552925
呢個真係太好了！如果你願意，我可以建議一個練習嚟增強你而家嘅情緒。,1,0.21,0.947262934
好開心聽到你有呢種感覺。我有一個練習可以增強呢種開心嘅感覺，你想試試嗎？,1,0.23,0.874483277
我好開心聽到呢個！你想我推薦一個練習嚟進一步增強你嘅積極性嗎？,0.5,0.11,0.557434548
Oh 真係太好啦！如果你願意，我想推薦一個符合你而家感覺嘅練習。,1,0.13,0.960227984
有呢種感覺真好！我可以推薦一個練習，佢可以幫助增強你嘅感受。,1,0.13,0.937241638
如果可以嘅話，我想推薦一個練習。,0.5,0.2,0.888951522
太好啦！我啱啱好有一個可以幫助最大化呢種積極情緒嘅練習，你想唔想試吓啊？,0.5,0.14,0.963735438
聽起嚟唔錯。我有一個練習，你可以嘗試進一步改善呢種感覺，想唔想試吓？,0.5,0.2,0.383940874
咁太好啦，而家為咗令你感覺更好，我可以建議一個練習，你有興趣嗎？,0.5,0.22,0.912689465
聽到呢個消息我好開心。你係咪有興趣睇吓可以嘗試嘅練習？,0.5,0.15,0.922021796
聽到呢個消息我好開心！我可以建議一種可能有助於增強你積極情緒嘅練習，make sure 你可以長時間咁覺得開心。,1,0.22,0.810221721
好開心你好好。我可以俾你一個練習，你想令到呢種開心嘅感覺last lon嘅r 嗎？,1,0.1,0.907553551
咁太好啦！你想我建議你可以嘗試增強呢種感覺嘅練習嗎？,0.5,0.16,0.912689465
我好開心聽到呢個。我認為呢個將係嘗試可以令你感覺更好嘅練習嘅最佳時機。,1,0.18,0.947576099
聽到呢個消息我好開心！我地試下一個練習，你覺得點啊？,1,0.22,0.822560441
咁太好啦！我可以推薦一個你可以嘗試增強呢種開心嘅感覺嘅練習嗎？,0.5,0.18,0.782851058
太好啦！我好開心聽到佢。我可以推薦一個練習嚟增強你積極情緒嗎？,0.5,0.12,0.94901666
咁好好啊！如果你願意，我有一D練習建議可以幫你感覺更好。,0.5,0.14,0.912689465
太好啦！如果你想聼吓，我仍然可以推薦一個幫助建立呢種開心感覺嘅練習。,0.5,0.14,0.871414255
Nice！我好開心聽到你覺得開心。如果你願意，我可以建議一個練習嚟提升你嘅情緒。,1,0.22,0.828385319
我真係好開心你有呢種感覺。我可以推薦一個可以令你感覺更快樂嘅練習，你想唔想睇下？,1,0.19,0.912689465
我好開心你心情好好。我可以同你推薦一個練習，你可以試吓令自己感覺更好！你覺得好冇啊？,0.5,0.22,0.922021796
太好啦！我為你開心！我可以推薦一個練習俾你試吓嗎？,0.5,0.13,0.810221721
好開心聽到你感覺好好。你目前嘅狀態會俾你一個好好嘅基礎嚟嘗試一D練習，我地可以試試嗎？,1,0.16,0.907553551
好嘅！如果你願意，等我地通過練習嚟探索更多關於呢個感受。,0.5,0.14,0.871414255
Oh 我好開心聽到呢個消息！感覺快樂/滿足係我地都想保持嘅東西，所以我可以推薦一個練習，你想試吓嗎？,1,0.15,0.871414255
太好啦！你想試下一個練習嗎？,0.5,0.07,0.970124014
好好，等我地揾一種方法嚟保持呢種感覺！我可以推薦一個練習俾你試吓嗎？,0.5,0.06,0.882750846
真係太好啦！你想嘗試一種符合你心情嘅練習嗎？,1,0.12,0.839220844
咁太好啦！為了保持呢種狀態，我可以同你建議一個你可以做嘅練習嗎？,0.5,0.21,0.782851058
好開心睇到你今日咁積極。我可以推薦一個適合你而家嘅心情嘅練習嗎？,1,0.14,0.94901666
呢個係一種好好嘅感覺。我可以建議一個練習嚟幫助增強同保持開心嘅感覺嗎？,0.5,0.19,0.803895779
好嘅！我同你推薦一個練習，咁你可以保持呢種感覺好冇啊？,0.5,0.15,0.536389828
呢個真係太好了！如果你願意，我可以建議一個練習嚟增強你而家嘅情緒。,1,0.21,0.733057748
好開心聽到你有呢種感覺。我有一個練習可以增強呢種開心嘅感覺，你想試試嗎？,1,0.23,0.912689465
我好開心聽到呢個！你想我推薦一個練習嚟進一步增強你嘅積極性嗎？,0.5,0.11,0.912689465
Oh 真係太好啦！如果你願意，我想推薦一個符合你而家感覺嘅練習。,1,0.13,0.938870099
有呢種感覺真好！我可以推薦一個練習，佢可以幫助增強你嘅感受。,1,0.13,0.907553551
如果可以嘅話，我想推薦一個練習。,0.5,0.2,0.871414255
太好啦！我啱啱好有一個可以幫助最大化呢種積極情緒嘅練習，你想唔想試吓啊？,0.5,0.14,0.383940874
聽起嚟唔錯。我有一個練習，你可以嘗試進一步改善呢種感覺，想唔想試吓？,0.5,0.2,0.810346987
咁太好啦，而家為咗令你感覺更好，我可以建議一個練習，你有興趣嗎？,0.5,0.22,0.858323938
聽到呢個消息我好開心。你係咪有興趣睇吓可以嘗試嘅練習？,0.5,0.15,0.864211449
聽到呢個消息我好開心！我可以建議一種可能有助於增強你積極情緒嘅練習，make sure 你可以長時間咁覺得開心。,1,0.22,0.928034573
好開心你好好。我可以俾你一個練習，你想令到呢種開心嘅感覺last lon嘅r 嗎？,1,0.1,0.89133158
咁太好啦！你想我建議你可以嘗試增強呢種感覺嘅練習嗎？,0.5,0.16,0.509394964
我好開心聽到呢個。我認為呢個將係嘗試可以令你感覺更好嘅練習嘅最佳時機。,1,0.18,0.839220844
聽到呢個消息我好開心！我地試下一個練習，你覺得點啊？,1,0.22,0.976951021
咁太好啦！我可以推薦一個你可以嘗試增強呢種開心嘅感覺嘅練習嗎？,0.5,0.18,0.816610297
太好啦！我好開心聽到佢。我可以推薦一個練習嚟增強你積極情緒嗎？,0.5,0.12,0.540523613
咁好好啊！如果你願意，我有一D練習建議可以幫你感覺更好。,0.5,0.14,0.958599524
太好啦！如果你想聼吓，我仍然可以推薦一個幫助建立呢種開心感覺嘅練習。,0.5,0.14,0.692471502
Nice！我好開心聽到你覺得開心。如果你願意，我可以建議一個練習嚟提升你嘅情緒。,1,0.22,0.257234123
我真係好開心你有呢種感覺。我可以推薦一個可以令你感覺更快樂嘅練習，你想唔想睇下？,1,0.19,0.302831016
我好開心你心情好好。我可以同你推薦一個練習，你可以試吓令自己感覺更好！你覺得好冇啊？,0.5,0.22,0.847738945
太好啦！我為你開心！我可以推薦一個練習俾你試吓嗎？,0.5,0.13,0.864211449
好開心聽到你感覺好好。你目前嘅狀態會俾你一個好好嘅基礎嚟嘗試一D練習，我地可以試試嗎？,1,0.16,0.928034573
好嘅！如果你願意，等我地通過練習嚟探索更多關於呢個感受。,0.5,0.14,0.926030314
Oh 我好開心聽到呢個消息！感覺快樂/滿足係我地都想保持嘅東西，所以我可以推薦一個練習，你想試吓嗎？,1,0.15,0.925216084
太好啦！你想試下一個練習嗎？,0.5,0.07,0.509394964
好好，等我地揾一種方法嚟保持呢種感覺！我可以推薦一個練習俾你試吓嗎？,0.5,0.06,0.383940874
真係太好啦！你想嘗試一種符合你心情嘅練習嗎？,1,0.12,0.839220844
咁太好啦！為了保持呢種狀態，我可以同你建議一個你可以做嘅練習嗎？,0.5,0.21,0.983026431
好開心睇到你今日咁積極。我可以推薦一個適合你而家嘅心情嘅練習嗎？,1,0.14,0.816610297
呢個係一種好好嘅感覺。我可以建議一個練習嚟幫助增強同保持開心嘅感覺嗎？,0.5,0.19,0.816610297
好嘅！我同你推薦一個練習，咁你可以保持呢種感覺好冇啊？,0.5,0.15,0.790179131
呢個真係太好了！如果你願意，我可以建議一個練習嚟增強你而家嘅情緒。,1,0.21,0.596893398
好開心聽到你有呢種感覺。我有一個練習可以增強呢種開心嘅感覺，你想試試嗎？,1,0.23,0.958599524
我好開心聽到呢個！你想我推薦一個練習嚟進一步增強你嘅積極性嗎？,0.5,0.11,0.659777026
Oh 真係太好啦！如果你願意，我想推薦一個符合你而家感覺嘅練習。,1,0.13,0.416259552
有呢種感覺真好！我可以推薦一個練習，佢可以幫助增強你嘅感受。,1,0.13,0.19829638
如果可以嘅話，我想推薦一個練習。,0.5,0.2,0.302831016
太好啦！我啱啱好有一個可以幫助最大化呢種積極情緒嘅練習，你想唔想試吓啊？,0.5,0.14,0.383940874
聽起嚟唔錯。我有一個練習，你可以嘗試進一步改善呢種感覺，想唔想試吓？,0.5,0.2,0.635663284
咁太好啦，而家為咗令你感覺更好，我可以建議一個練習，你有興趣嗎？,0.5,0.22,0.728172366
聽到呢個消息我好開心。你係咪有興趣睇吓可以嘗試嘅練習？,0.5,0.15,0.157710134
聽到呢個消息我好開心！我可以建議一種可能有助於增強你積極情緒嘅練習，make sure 你可以長時間咁覺得開心。,1,0.22,0.722848553
好開心你好好。我可以俾你一個練習，你想令到呢種開心嘅感覺last lon嘅r 嗎？,1,0.1,0.383940874
咁太好啦！你想我建議你可以嘗試增強呢種感覺嘅練習嗎？,0.5,0.16,0.901916573
我好開心聽到呢個。我認為呢個將係嘗試可以令你感覺更好嘅練習嘅最佳時機。,1,0.18,0.865213579
聽到呢個消息我好開心！我地試下一個練習，你覺得點啊？,1,0.22,0.959163222
咁太好啦！我可以推薦一個你可以嘗試增強呢種開心嘅感覺嘅練習嗎？,0.5,0.18,0.510647626
太好啦！我好開心聽到佢。我可以推薦一個練習嚟增強你積極情緒嗎？,0.5,0.12,0.540523613
咁好好啊！如果你願意，我有一D練習建議可以幫你感覺更好。,0.5,0.14,0.472003006
太好啦！如果你想聼吓，我仍然可以推薦一個幫助建立呢種開心感覺嘅練習。,0.5,0.14,0.539646749
Nice！我好開心聽到你覺得開心。如果你願意，我可以建議一個練習嚟提升你嘅情緒。,1,0.22,0.47795315
我真係好開心你有呢種感覺。我可以推薦一個可以令你感覺更快樂嘅練習，你想唔想睇下？,1,0.19,0.157710134
我好開心你心情好好。我可以同你推薦一個練習，你可以試吓令自己感覺更好！你覺得好冇啊？,0.5,0.22,0.646937242
太好啦！我為你開心！我可以推薦一個練習俾你試吓嗎？,0.5,0.13,0.722848553
好開心聽到你感覺好好。你目前嘅狀態會俾你一個好好嘅基礎嚟嘗試一D練習，我地可以試試嗎？,1,0.16,0.901916573
好嘅！如果你願意，等我地通過練習嚟探索更多關於呢個感受。,0.5,0.14,0.901916573
Oh 我好開心聽到呢個消息！感覺快樂/滿足係我地都想保持嘅東西，所以我可以推薦一個練習，你想試吓嗎？,1,0.15,0.771451835
太好啦！你想試下一個練習嗎？,0.5,0.07,0.884504572
好好，等我地揾一種方法嚟保持呢種感覺！我可以推薦一個練習俾你試吓嗎？,0.5,0.06,0.959163222
真係太好啦！你想嘗試一種符合你心情嘅練習嗎？,1,0.12,0.782851058
咁太好啦！為了保持呢種狀態，我可以同你建議一個你可以做嘅練習嗎？,0.5,0.21,0.383940874
好開心睇到你今日咁積極。我可以推薦一個適合你而家嘅心情嘅練習嗎？,1,0.14,0.569334837
呢個係一種好好嘅感覺。我可以建議一個練習嚟幫助增強同保持開心嘅感覺嗎？,0.5,0.19,0.472003006
好嘅！我同你推薦一個練習，咁你可以保持呢種感覺好冇啊？,0.5,0.15,0.779468871
呢個真係太好了！如果你願意，我可以建議一個練習嚟增強你而家嘅情緒。,1,0.21,0.960603783
好開心聽到你有呢種感覺。我有一個練習可以增強呢種開心嘅感覺，你想試試嗎？,1,0.23,0.827884254
我好開心聽到呢個！你想我推薦一個練習嚟進一步增強你嘅積極性嗎？,0.5,0.11,0.472003006
