content,label
我給我丈夫發了短信，我覺得我很漂亮，他回短信說你是,3
我對照片的質量感到非常反感,1
我不覺得被瑣碎的爭論、戲劇或狂熱的能量所吸引,1
幾個月來，我一直在收藏一些很棒的 kaffe fassett 面料，但在想用它們做什麼時感到害怕,2
我感覺特別脾氣暴躁，我現在躺在這裡的那個,1
我對自己感到憤怒，因為我傷害了他，因為他擺脫了他，或者嘗試了我力所能及的任何事情來讓他離開我的生活其他人擺脫他,1
我達到了月標記我記得對事情嚴重放緩感到惱火，但現在肯定不是這樣了,1
我是那些人中的一員，如果我覺得你冤枉了我，有時我可能會在情緒上採取行動，但如果我覺得你對我做了什麼，我幾乎不再和你開玩笑了,1
我離開劇院時確實感到很有趣，但我也覺得d體驗實際上並沒有為電影添加什麼,3
我覺得自己像個虛偽的笨蛋，因為我使用了任何聞起來像教育流行語的東西,1
我需要告訴人們我自己，否則我不會覺得我在情感上衰敗失去聯繫並變得神經質,2
我覺得如果你購物聰明，你仍然可以在你的衣櫥裡到處添加一些東西而不會破壞銀行,3
當我父親因為兩人之間的一些誤會而禁止我去他姐姐家時,1
我感到焦慮，好像我需要在整個過程中達到某個標準,2
我無法表達我的感覺，因為我沒有理由這樣做讓我更生氣,1
我當然不會覺得有必要找到他們並問他們對不起，你有沒有機會殺了我的朋友，因為這完全是粗魯的喲,1
我確實感到難過，他現在過著平靜的生活對我來說還是可以的，因為我知道他已經因病在這裡受了很多苦，而且作為我們天父計劃的一部分，他現在真的需要離開,0
我對最小的問題感到瘋狂，比如穿衣服，找不到東西或做頭髮，而且事情不順利,2
我確實對她將取代我的位置感到有點怨恨,1
我現在感覺不太善於交際，我在發抖，因為我忘了吃藥，而且我跑來跑去一點,3
我喜歡和他坐在同一個房間裡，但如果感覺真的很酷，就玩電子票一起騎,3
我問了很多問題，對在所謂的無麩質地方外出就餐感到非常緊張，但我卻出奇地平靜,2
我已經摸索了我生活中的日常任務，因為不祥的烏雲從海洋中滾落到大陸而感到震驚,2
我開始感到頭昏眼花,0
我會覺得很笨，即使那樣我似乎也不介意,0
我對人失去了信心我忘記了志願服務的感覺，我變得厭倦了,0
我有今天，我欠美國和像海倫這樣的人，現在我感到無望回報美國海倫在成堆的垃圾中挖掘尋找食物,0
我覺得我正在成為每個人都希望我成為的人，這看起來很無聊,0
最近我一直感覺非常分心，同時處理幾件事情而沒有任何真正的專注，並且總是在後台運行某種娛樂,1
當我描述索諾瑪縣必須提供的許多美妙的小村莊時，我經常覺得我經常使用這個詞，但不可否認的是，這個地方有一種未受破壞的美麗,3
我從不等到我感到有創造力，因為有些日子很多天你根本感覺不到,3
我可能並不總是對青年事工感到完全自在，儘管我覺得我經常不知道我在做什麼，但我知道這很重要，所以我繼續努力,3
我感到壓力很大，我做糕點，感覺好多了,0
當我對當下正在發生的任何育兒事情感到不知所措時，我仍然會隨機打開它，並且神奇地恰好正確的話會出現幫助我重新設置自己並成為我想成為的父母,2
我覺得自己像個忘恩負義的婊子,0
昨晚我對我的女朋友們說我感到有點無助，尤其是當談到我的體重時，瑞秋說你應該把它寫下來它總是幫助你在博客上跟踪,2
我現在感覺有點陰沉,0
我感到羞愧和悲傷,0
在健康動搖的日子裡，我應該不會有這種感覺,2
我只是想知道因為我做得不夠而感到被侮辱,1
我對周圍的一切感到有點不安,0
我告訴他們我們通常吃的食物以及我們吃的食物讓他們感到不安,0
在那段視頻之後，我感到非常受傷和憤怒,0
我有信心我會通過這門課,3
我仍然愛她 xd 即使她有時讓我感到神經質,2
我很少再請人來這裡吃飯，因為如果他們吃我的食物，他們會覺得我應該吃他們的，當我拒絕時會被冒犯,1
我感覺越來越舒服,3
我仍然對同性戀感到非常同情，那是我生命中一個混亂而艱難的時期，但我遇到了一些真正在掙扎的好人，天哪，我也玩得很3,0
我想讓自己有動力將我的感受轉化為對我的身體和健康有益的事情,3
這些天我也很不耐煩,1
我情不自禁地覺得這感覺很好，或者我認為這符合我的個人利益,3
我覺得它似乎更好地捕捉了她所有的品質，而且她看起來更像她本人的樣子,3
我承認我有時會感到煩躁，但最終我祈禱我能克服這種感覺並與這些難相處的人多活一天,1
前幾天我在討論 facebook 之類的東西，以及作為呆在家裡的媽媽如何容易陷入有時感到有點孤立,0
我覺得我應該擁有我仍然無法理解為什麼他們如此受歡迎,3
我在不知不覺中下意識地認為我覺得自己像一個卑鄙卑鄙的人,1
我戀愛了，但感覺很不安全最糟糕的是我的不安全感導致我做奇怪的事情,2
我對自己感到非常滿意,3
一旦我發現自己懷孕了，我對運動感到非常2,2
我覺得這可能不是流行的觀點，所以讓我繼續解釋為什麼我認為這是一個非常糟糕的插曲，並讓你們所有人在下面反對我的理由,3
我從腰部減掉了幾磅和幾英寸，我感覺棒極了,3
即使這樣做我也覺得很奇怪，但我需要繼續我的生活,2
我的第五杯啤酒喝到一半了，感覺有點醇厚,3
我覺得如果你處於人生的低谷，請有一點信心和耐心,0
我只是覺得我給家人帶來的壓力很糟糕，而且無論我什麼時候清醒都不是一個好員工,0
我知道我會享受那杯酒的樂趣，但我也知道如果我對自己說的話我會感覺很糟糕,0
大多數時候我肯定會感到沮喪,0
我覺得我很粗魯，人們會認為我在這裡被卡住了,1
我是說現在我不得不踮著腳走路感到無助,2
我安靜了，因為談論這些內心的部分對我來說很危險,1
我發現自己對這些時刻感到懷疑,2
我今天隱約感到不滿意,1
我覺得比使用暴力手段解決問題的人更值得我尊重,1
我知道有一段愚蠢的時期，我喜歡喬納森·譚，但他這麼大的混蛋看到他讓我現在感到惱火，到第二年我已經超過了他一半,1
我覺得他們對我的信任有問題,3
我想微笑著在推特上給一位朋友講述我剛剛讀到的一本很棒的書，這本書並沒有讓我覺得人類從一開始就注定要失敗,0
我覺得像鳥雨一樣自由自由是我的生命,3
我覺得我們沒有任何迴旋餘地來應對不確定的原因或預期的需求,2
我與最多的人聯繫並覺得我實際上可以坐下來進行明智的或有意義的對話是刺激,3
我很高興為你參加這個特別的派對，親愛的史蒂夫,3
我真的很討厭被你愛的人忽視的感覺,0
我以為我會在我的餘生中保持這種狀態實際上我的一部分實際上祈禱我會保持麻木，因為想到感覺害怕我,2
我獲得了音樂學士學位，但對之後我會做什麼沒有固定的想法，我唯一的規定是音樂教學不適合我，到第三年的聖誕節，我開始對我的模糊性感到非常震驚未來,2
我把任何東西都帶進我的身體我開始覺得很糟糕,0
我是說害羞嗎,2
我發現自己往下看，在坐下時注意到我的大腿圍或腹部的捲，我對自己有輕微的反感,1
我現在沒有空間放我的按摩桌我覺得書房現在是一半書房和一半寧靜的空間，可以用於冥想瑜伽我還不確定，但我知道我為某些東西騰出空間,3
我覺得非常不願意損壞我已經很漂亮的頭髮,2
星期一晚上我對自己感到很滿意，我的舊手電筒和我的小盒子小蠟燭 yahrzeit 蠟燭實際上是用於猶太紀念火焰和一些燭台,3
如果我每天至少不下車一次，我就會感到有需要,0
我感到不耐煩,1
我以為我會害怕勞動，但這些想法真的沒有出現在我的腦海裡,2
我對整個天主教的事情感到非常感興趣,3
我感覺更有控制力，但仍然焦慮、顫抖、易怒、有點低落,2
我安全抵達巴黎 我現在感到非常沮喪 但無論如何它不會持續 離開 akira kun 離開這個國家真的很難 離開這個我非常喜歡的國家 就像你去了天堂 不得不回來,0
我的意思是看著她，我不熟悉她，但她穿著短裙的樣子在媒體面前感到不舒服,2
我需要洗澡，我很不爽,1
我感到奇怪的害怕，但同時又充滿熱情和興奮,2
我覺得我在這裡不受歡迎，不僅僅是因為意識形態原因，還因為整個地區讓我覺得不受歡迎,0
我一直在想這件事，讓自己對整個問題感到更加痛苦和不安，最後我現在躺在床上，拿著一盒紙巾，聽著 emo 音樂哭泣並寫博客,0
即使他從未對我下手，我也感到被打敗了，然後過去的兩個晚上，女兒根本沒有睡好，而且比她幾個月來的次數還要多,0
我不知道為什麼我會有這種感覺，但我真的很懷疑我是否會通過自己的測試,2
當我坐在這裡試圖描述它時，我感到無助,2
我看到一個女孩的額頭被精心剪裁的頭髮遮住了我不禁有點懷疑,2
我對我們的政治領導人將利益置於人民之上的數量感到沮喪,1
我也很痛苦地從加速器上鬆開我的腳，試圖避免目光接觸，因為我衝過一瞬間在儀表板上蒸發的內疚,0
我並沒有真正感到沮喪,0
我覺得非常討厭所以我拒絕說日語,1
我開始哭泣，感覺如此可怕，以至於我們在直布羅陀的第二次嘗試失敗了,0
我不懂它的語言 我感到被排斥和處於不利地位,0
我感到困惑和沮喪,2
我曾有過這種感覺，這是我十幾歲時經常感受到的感覺，我有點動搖了,2
我認為他告訴那些人是為了讓我感到羞辱並讓自己感覺更好,0
我感覺真的很糟糕，感覺就像我背信棄義，失去了他的信任，我一點也不怪他,0
我知道他理解他們為什麼在那里以及是什麼導致了他們，我知道如果這些感覺完全是自私的，他不會因為我內心的可怕而拒絕我,1
我只是對她感到沮喪，今天只是覺得很討厭,1
如果我有意識地讓自己感到害怕，我訂婚了,2
我有一種感覺，我與他們完全隔絕，他們在背後談論我和我的自卑，他們怎麼看不起我，有時我是多麼的喜怒無常，他們一定是多麼失望，因為我的失敗,0
我現在感覺自己有點像個笨蛋,0
到目前為止，我根據我在克利夫蘭所做的事情來評估我在這裡的時間，我覺得自己不夠，但是當我根據我在這個機構的角色進行評估時，我感覺更有信心,0
我覺得自己是受害者，我覺得我被冤枉了,1
這週我特別感謝朋友們有機會吃新鮮的食物和我所有的空閒時間，我知道一旦它離開我就會想念它,3
我可以想像大多數年輕人可能會對他們的兄弟姐妹受到的關注感到不滿，同時也會感到內疚,1
我開始告訴領導我很抱歉他感覺如此糟糕，但其中一位監護人出現了,0
我覺得當一個人的生活與距離疏遠的人分離時，他們與他人不友好地隔離，他們正在疏遠自己與他人,1
我感覺很嚴重,1
我也想為什麼我對此感到痛苦是因為我的醫生約好幾週前了,1
我最近對我的寫作並沒有感到不安全，但現在我從作家躍升為出版作家，我對兼顧營銷方面和生產力感到不安全,2
我總是很榮幸能看到這些更不尋常或更害羞的動物,3
我今天也作了見證，我覺得我正在鞏固很多重要的教訓，如果不來這裡我可能永遠學不會,3
直到去年我才被診斷出患有偏頭痛，但我有一種感覺，在我十幾歲和成年早期的大部分時間裡，我一直在遭受偏頭痛的折磨,0
我覺得在最好的時候我不是最樂觀的人，但是當你已經對某事沒有很好的感覺時，很難說服自己不要感到沮喪,3
我對此感到很痛苦，承認這感覺很痛苦並不會自我放縱，畢竟這是一個博客，我想說我覺得死神多年來一直在追我們，我能聽到他的腳步聲,1
我錯誤地認為在餐桌上的每個人都吃完之前把盤子拿走是不禮貌的,1
我說得很快，因為如果我在談話中不立即說話，我會覺得自己很笨,0
我能感覺到這是我陰道裡的疼痛嗎,0
承認這一點我覺得很無聊,0
我覺得這個帖子會很無聊，否則呵呵,0
我覺得我很需要,0
那時我決定我正要蜷縮著睡著了，比以往任何時候都更討厭肯尼,1
我每天都拒絕作品，晚上仍然睡覺 他們要么成熟到意識到他們需要改進作品並這樣做，要么他們不成熟並感到受到侮辱,1
我來到這樣的地方，獨自一人進入我的腦海，看看誰潛伏在那裡，如果我感到勇敢，甚至面對他們,3
我感到受到威脅或委屈或感覺不到我應有的程度 對我的生活或我自己感覺不好 然後我發現很難原諒,2
我覺得而且人們經常會把我標記為害羞和安靜的女孩,2
我幾乎覺得這對我來說是自私的，但如果是這樣，我懷疑我會對此如此情緒化，即使它是自私的，也許我應該偶爾把自己放在第一位而不是別人，即使把其他人以人為本讓我快樂,1
我確實有點尷尬地承認不，即使我是美國人，我也沒有讀過一些人認為是偉大的美國小說的小說,0
我只是很不確定,2
我認為這是我們倆創造性地表達自己的一種方式，當時我們都感到非常麻木和沒有靈感，我真的很珍惜那些在半夜唱歌和大笑的時間和時間，這可能會煩人從我們的其他室友中,0
我無法應付那封來自工作的信，我的寵物如何讓我感覺不那麼孤立，然後我覺得我是一個糟糕的父母,0
我不那麼累了,3
我已經將注意力轉移到重要的事情上，並做出了一些更明智的跑步選擇，感覺再次很棒,3
我知道這不再是死刑但我心煩意亂,2
我對這次懷孕是否真的能成功感到越來越不偏執，我覺得我實際上可以享受它,2
我覺得很貪心，因為我有一堆至少一英尺高的贈品我還沒有讀過，但我保證我會閱讀和審查最後一本,1
我對回到美國感到緊張，不知道過渡會是什麼樣子,2
我整天都感到非常激動和緊張，部分原因是今天的能量和我們本週早些時候新月的太陽耀斑，老實說我很累,2
我對完全信任你猶豫不決，因為我害怕摔倒在地,2
我覺得很有用,3
我把這個留到最後，因為這是我覺得與我可愛的祖父聯繫最緊密的地方,3
我對城市的快節奏感到不知所措,2
我冒著成為世界上第一個男性媽媽博主的風險寫這篇文章，即使這些詞的組合讓我感到不舒服,2
我已經感冒了三天了，但星期五對我打擊很大,1
我將自己與市中心的背刺混蛋隔離開來，與那些不會一直讓我感到懷疑的人在一起我感到很孤獨,2
我生你的氣我開始對我的屁股懷有敵意，這是不對的,1
我覺得他們認為我討厭他們或其他什麼，這很奇怪,2
我一直感到孤獨 脆弱 困惑和孤立,0
我覺得比我一個人在家更孤立,0
我覺得讀這個新的大事有壓力,2
我為他感到難過,0
我仍然對這一切感到有點麻木,0
我覺得它是最有創意的體裁之一，你可以在其中創造新的世界,3
我有這種潛在但壓倒性的不滿和不滿的感覺,0
我覺得我心裡有一種恐懼，因為我覺得我的生活很快就要動搖了，幸福的慣性即將開始情緒的漩渦，旅程即將開始,2
我感到很瘋狂，就像一隻雞因為一把非常鋒利的斧頭而失去了它的頭,2
我今天去上學了，雖然我真的不想在過去的幾天裡一直感到顫抖、頭暈和渾身是屎,2
我想預訂感覺就像 Richter 的空白畫布一樣，以一塊空白的鋁片為起點,0
我很自信,3
當我和他在一起時，我有時會分心,1
我仍然有幾天不能打擾我，通常在黑暗的冬天，當我感到有點憂鬱或工作無趣，或者像今晚感冒時一樣,0
我只是對自己不確定,2
我詳述了內疚感，尤其是當我想到我過去在人際關係中自私的破壞性行為時,1
當我想要別的東西甚至想到別的東西時，我會感到內疚,0
我喜歡想，哎呀，我只希望我知道那是什麼樣的，所以我再次感到心碎，就像我的生活一樣,0
我覺得我們太隨意了，所以這是一個很好的節奏變化,3
我一直在嘗試讓 fafsa 簽名，我也為他們設置了一個虛假的電子郵件地址，以便他們發送我母親的密碼，現在我發現我必須有她的 soc sec 號碼出生日期和其他一些垃圾，所以我感覺有點心煩意亂,2
我現在很煩躁,1
我保持生酮飲食每天服用補充劑以嘗試恢復在實驗室工作中出現的維生素缺乏症，即使我肌肉發達，我也很難走半英里而不感到筋疲力盡,0
我告訴 dh 我內心感到顫抖,2
我感覺很成功，因為嘿，至少我做到了,3
我感到困惑，我滿足於等待並尋求答案,2
我對自己撒了謊，把最壞的情況變成了魔鬼，這樣我就會覺得我可以不和你在一起,3
我感覺自己就像一個夢想家，害怕那首甜美的歌聲，它召喚年輕的水手，讓他們陷入沉船，我讓自己不敢嘗試,2
我曾有過感到脆弱和孤立的時刻，也有過難以置信的自信的時刻，就像我可以面對這個世界一樣,2
我在花園裡忽略了戴手套，因為我非常喜歡指尖上涼爽潮濕的土壤的感覺,3
我覺得你是真正可以幫助像我這樣的人的真誠的人之一,3
我感到壓力很大，沒有心情生活，所以我開始畫畫,1
我再次感到懷疑,2
我感覺到她劇烈的痙攣抓住了我的 c ck,1
我對他感到憤恨，因為我認為他的不負責任和缺乏謹慎和思考給家人帶來了很多麻煩,1
我坐在一個不停咳嗽的人旁邊，然後你知道我的喉嚨感覺糟透了,1
對於那些需要知道的人，我感到很激動，但我在家，我很健康，寶寶很好，akiva 已經在適應,2
我感到如此沉重和無動於衷的負擔完全沉悶,0
我感覺很糟糕，很難完成很多事情,0
我坐在那里扔磚頭感到非常害怕緊張我會犯錯誤並讓我的團隊在本週再次獲得成就,2
我感到如此被虐待和不被賞識，然後上帝提醒我我是個混蛋,0
我知道它困擾著我，因為它讓我感到不確定和失控,2
我很淺，因為在目標旅行後感覺更好,3
我一直很2我和男朋友的未來,2
我仍然覺得除了強壯之外什麼都沒有，但我也很驚訝我有力量在沒有他的情況下生存至今,3
我感到注定和不知所措,0
我在社交和身體上的自信心一直很低，我一直發現很難讓男人和我親近而不感到受到威脅，或者我只會被用來做愛,2
我可以說沒有你我很痛苦,0
我最近下班了，感覺很想回來，我不能說以前的工作場所一直都是這樣,3
我覺得人們試圖表現得像成功的人，因為他們害怕自己找不到成功，並且覺得追隨他們的腳步也會讓他們成名,3
我迫不及待地想達到我可以說去海灘而不感到自我意識的重量,1
我覺得冷可以抱住我一點,1
我有權感到厭倦,0
我非常喜歡這些短褲，我覺得它們很棒,3
我通常覺得談論這麼大的問題太不重要了，但我不重要你不重要那麼誰來做,0
我覺得我現在可以公平地評估學生的工作，但隨著時間的推移，我會變得更加自在和自信,3
我覺得如果她離開我我會很傷心,0
除了我周圍的人之外，我對所有人都感到完全可恨,1
我感覺很好，也有點興奮,3
我感到難以置信的暴躁和頭暈目眩，在京都的街道上昏倒並不是我想要度過我的八月的方式,1
我想我已經提到過感到煩躁,1
我確實有點不情願,2
我討厭感到無助和需要別人保護我,2
我覺得我真的無法寫下我想說的所有我使用我的博客的時候，因為我覺得當我只有一個人時，人們會判斷或冒犯我，儘管我有一百萬個意見和一百萬個靈感。工作,1
我終於不得不向我丈夫表達我的感受，因為我能感覺到自己變得痛苦,1
我感謝參與其中的人，我的騎士似乎比我更放心，好像這已經成為我們倆的關心,3
我可以看到一望無際的密歇根大道，我一點也不放心,3
我感覺到它在我疼痛的鎖骨中，但我更能感覺到它在我的存在中,0
我覺得我是一隻兇猛可怕的老虎,1
我想我也對寫我的第一張專輯評論的想法感到非常害怕，尤其是對我最喜歡的藝術家之一的評論,2
我感到非常激動，以至於有人試圖壓倒我並統治我的決定和自由裁量權，而實際上他們沒有權力和該死的權力這樣做,1
我喜歡它是一種有記憶和意義的東西，而不會因為它不適合我的口味而感到負擔,0
我沒有什麼值得說的，或者只是對我的在線遊戲選擇感到有些厭煩,0
我想說我一直想要聽起來很自私，但我想如果你不想要自己的東西，別人就不會想要它們給你,1
我覺得好像我足夠頑固的人在這個行業中取得成功,1
i lankan 編輯 frederica jansz 逃離斯里蘭卡 她說我終於感到安全了,3
我覺得我遠非華麗，但我可以接受,3
我告訴她讓她安靜的一天，她顯然需要休息，因為她至少有幾個星期感覺很糟糕,0
我開始感到有點沮喪，因為我不能撞到任何東西,1
我不想告訴他，因為我不想讓他覺得他也必須為此背負重擔，而且我害怕地獄把我看成一個自憐的傻瓜,0
我看到一個帶有縣名的標誌我仍然感到蝴蝶並咯咯地笑,3
我對我的弟弟妹妹們感到非常生氣，他們是，因為他們要求昂貴的禮物並且不尊重他們,1
我感到憤怒、尷尬、放蕩和幸福，但當男人根本不應該懷孕時，我懷孕是不夠的，但全世界都會知道這些嬰兒有不同的父親,1
我覺得無精打采主要有兩個因素吧,0
我不覺得這是一個危險的情況,1
我到達世博會我告訴自己走得更快，更快地到達教堂，這樣我就可以看到人們給我一種親切的表情，並對此感到非常不安全,2
我覺得其他一些患有成人痤瘡的人可以從閱讀中獲得回報,0
我只是把我所有的情緒都發洩出來，這讓我覺得自己好像在搖搖欲墜,2
我為我的線條添加顏色，我總是覺得它會分散工作的注意力，但如果我費心做一些單元格陰影和著色線條，我真的很喜歡彩色線條的外觀，出於某種原因並在背景中繪製，也許它實際上看起來值得,1
我正在朝著夢想邁進，但不禁為自己感到恐懼,2
我感到筋疲力盡，過度疲勞,0
我喜歡找到一個有點可愛的人並想更多地了解他們的那種頭暈目眩的感覺,3
我覺得自己完全麻木了我想知道我是否還能睜開眼睛,0
我覺得我太害怕了，不敢站出來勇敢,2
在我們到達那里之前我不能告訴你他對他們倆說感到野蠻和憤怒並且非常高興,1
我現在有點害羞,2
我對我的醫生要我增加藥物感到不滿，因為我在懷孕期間使用它們已經感到內疚,1
我覺得在我漂亮的房間裡很重要，我有漂亮的家具和達拉斯市中心的美景,3
與八年前她丈夫加入聖路易斯時相比，我對我們社區的潛在報復性恐怖襲擊感到更大的威脅,2
當我發現我父親得了肺癌，他們不知道他能活多久,2
我對自己在工作教堂或其他地方的職位感到不安全，那麼我會感謝上帝，感謝我在地球上的高低地位，感謝我在基督裡的地位，這永遠確保了我的意義,2
走在稻田狹窄的小路上感覺很不安全，每一步都小心翼翼，希望每一步都不會跌倒,2
我走開了，感到迷失，憤怒，困惑，比什麼都愚蠢,0
我對銀行的嚴厲感到懊悔,0
我看著它有點偷窺，你可以看到其他人對此感到有點不舒服,2
我今天感到非常激動,2
我覺得不適合教我也覺得不配,0
我知道這不健康，但有時我只是覺得我根本感覺不到任何東西，而做危險事情的腎上腺素讓我感覺到任何東西,1
我感到時間壓力,2
我覺得我現在很無聊,0
我比以往任何時候都更有決心要成功並以插圖為職業，這是我非常喜歡的事情,3
我必須寫一個博客點，我當然不願意這樣做，所以我輸入了谷歌博客恐懼症並猜猜是什麼,2
我不希望任何人被排除在事件之外，也不希望任何人覺得他們不受歡迎,0
我什至可以考慮一下我說嗯嗯大多數時候我覺得我受到了折磨我想把我所有的頭髮都拉出來尖叫所以我想不是,1
我被賦予了一種可愛的鼻塞和耳朵鼻塞感冒的天賦，所以我一直感覺昏昏沉沉和霧濛濛的,0
我現在感覺很3,3
我覺得這個包可以通過颶風而且看起來仍然很完美,3
我感到焦慮和心悸 我認為與害怕不知道自己的體重有關,2
我感到堅強和自信,3
我2我的，所以這幾天我對正在發生的事情感到非常激動,1
我今天很生氣，哈哈，我真的需要停止打字，否則我只是對所有事情大喊大叫，所以我現在把它留在這裡，然後去某個地方呼吸,1
我真的覺得我鄙視這項任務，因為每週三天我也必須穿上漂亮的衣服，讓所有人都喜歡，並確保我保持這種狀態，同時讓四個孩子快樂地出門，而且不會錯過作業午餐鞋ETC,1
我覺得我會展示太多的知識並被認為是一個聰明的人,3
我覺得這些天我不再為人們的懷孕或他們的孩子感到難過我不再嫉妒我不再暗中希望所有的孕婦都離開,1
我覺得暴力 a href http 神秘感知,1
我覺得我又在寫托爾金和莫爾科克啟發我的故事了,3
我希望我感覺不到我希望我是無情的我希望我是一個巨大的大婊子,1
我們學習的時候我感到有點不安，他告訴我每次心情低落的時候都要想一想，因為那些話代表著希望,2
我感到煩躁，我有一種感覺是由於睡眠不足 食物不足 水分瀦留和我今天的體重,1
我不會因為我的年齡而感到匆忙悲傷或標記,1
當我對 j 感到沮喪時，我可以提醒自己,1
我為他不得不住在我們隔壁感到難過,0
我只是坐在那裡發呆，感到悲哀，當我看著她的手和頭的表情時，我錯過了她的臀部，反之亦然,0
我感到心煩意亂，我什至想不出一些我什至想不出這個詞的東西,2
我覺得自己被忽視了，故意把事情刪掉了,0
我覺得正義生活和永遠感恩的重要性已經成功地敲入了我的腦海,3
我覺得因為人們知道我的工作他們會認為我不真誠，這會自動把我變成一堆尷尬的果凍,1
我仍然覺得不足，有時被拋在後面,0
我知道我不是同性戀，但我是一個非常敏感的人，這讓我想知道我怎麼了進入某人的房子並偷走他們的財產,1
我在引用自己時感到壓抑,0
有時我確實對我媽媽帶著她說有點奇怪，好像她的腦外傷真的對她的身心能力造成了傷害,2
在與這種自我貶低的行為作鬥爭時，我感到無助,2
我今天感到需要、孤獨和不被愛,0
我總是種一大塊生菜，然後把它留給那些討厭的兔子，這樣它們就可以感到非常叛逆，就好像它們正在襲擊我的花園一樣,1
我成功地獲得了足夠的自信，讓我感到孤獨,3
我覺得很不愉快gt lt,0
我的孩子們3時，這讓整個育兒變得容易多了,3
我對我覺得有些被忽視的其他怪物相當著迷,0
我感到沮喪的是，這樣做讓我遠離打印台,1
我不確定她是否有感覺，因為即使在那長時間的午睡之後，她至少可以說是脾氣暴躁,1
我無法忍受我對一個對我的兩個孩子如此仇恨的人會有什麼感覺，我們是否應該用他們所說的那些醜陋的名字來稱呼那些對她的痛苦負有責任的人，或者我們只是在教我們的孩子有些人值得仇恨和欺負,1
我開始對自己的選擇感到不確定，想知道我是否應該在音樂劇中獲得碩士學位,2
我感覺很好事實上,3
在我去底特律之前我沒有生病或其他任何事情，但每個人都知道那些日子你感覺完全搞砸了很多令人頭疼的狗屎在你的腦海裡閃過，你無法解釋它是從哪裡來的,1
我能感覺到淚水的灼熱，這威脅要從我的眼眶裡掉下來,2
我實際上感到很羞恥和謙虛,0
幾年前我在博爾內斯附近開車，那裡滿是重型卡車，讓我感到非常緊張,2
我離開時感到無情的憤怒和心煩意亂,1
我嫉妒那些孩子沒有過敏的父母,1
無論我的決定如何，我都覺得自己是受害者,0
我知道我很帥所以喜歡spyder是正常的女孩正常的表現不要害羞,2
我玩得很3，沒有感到被剝奪，也沒有在餐桌上發瘋,0
聖誕節前後我感覺比平時更喜慶，我認為我的服裝選擇與此有很大關係,3
我到達了新的哈靈頓賽道，感覺就像擺脫了重感冒一樣,2
我記得感覺很痛苦，因為在幾分鐘內，她似乎比我們擁有更多的生活，她的生活很幸福，新家和她和她整整一個月的女朋友的合影，這次也和她一起生活,1
我總覺得我在我的朋友中被討厭,1
我經常感到害怕，我們幾乎沒有共同點,2
我在他身邊感到不舒服,2
我正在努力解決的問題是我覺得這樣的想法很自私,1
我想，我的感受，我為我有勇氣分享這個而感到自豪,3
我覺得我只有在無聊的時候才會生氣,1
路上所有的紅燈都在挑釁地瞪著我，我感到焦躁不耐煩,2
我知道官方感覺我可以說我去過非洲，而不是那些把這個大陸稱為一個國家的白癡人之一，因為被稱為一件事是非常多樣化的,0
我覺得自己不重要,0
我覺得很醜很變形一個href http iamacomplicatedvariety,0
穩定陣亡將士紀念日心情憂鬱聽到國歌時的心情,0
我感到昏昏欲睡，偶爾會感到疼痛，但我似乎寫不出任何東西而不抱怨,0
我也覺得任何瑣碎的爭吵都會很快導致分手,1
我仍然想被自己和他人接受，這正是我現在不應該尋找的,3
我確實有一個女兒，我真的很害怕她真的很努力地向他們施加壓力，以尊重人類同胞和他們的隱私權或自由走動而不會感到貓被叫或被嚇倒,2
我對自己這樣做感到非常滿意，因為這是我參加的第一次活動，我感到有點緊張,2
我感到內心充滿歡樂和溫暖，但我只是感到空虛,3
我感覺很豐富一碗他們自製的蘋果醬倒在wazanki上真的很好,3
我對這種快速發送感到非常滿意，因為它被問到了,3
我喜歡蘆葦完全脆弱的感覺,2
我覺得這只是可以接受的，因為您應該為孩子的最大利益著想，這並不酷,3
每次打電話給醫生我都覺得我在發牢騷,0
我覺得好像一個人不屬於這個事情是如此不確定，一個人只是這樣做，因為它是當前文化的一部分，因為他們對你做了，你需要足夠有禮貌才能對他們這樣做,2
我現在感覺很瘋狂,2
我明白這是一個人在婚姻結束時經歷的正常悲傷過程，所以我專注於允許自己感受我的感受，而不是因為情緒化而責備自己,0
直到今天，每當我感到不舒服時，我都不會想起她的話,2
我感到柔和而平靜，這在這些天是很少見的,3
我覺得我跑得很聰明，有控制力，我的身體挺直,3
我仍然對整個情況感到非常難以置信,2
我在這裡寫下我所有的感受，只是我的日常生活，所以如果你發現不喜歡的東西，不要留下粗魯的評論，因為它只是,1
我仍然感覺不好，但我明顯更加警覺，這表明它可能不是單聲道,3
我試圖區分僅僅出於禮貌而自動說謝謝和實際上註意到所有美好的事物並對它們表示真誠的感激之情,3
我為我感到那種多愁善感而感到自豪，我是那種多愁善感的人,0
我可能沒有經歷過街頭生活，但我感覺有點冷有點餓，有點與家和現實世界脫節,1
我再次感到非常不確定,2
我喜歡服裝和時尚，當我懷孕時，我仍然想感覺迷人和性感，但發現很難找到同樣舒適的衣服,3
我不禁感到嫉妒並記住我的第一個,1
我感到很不3和沒有成就感，我拿起我的小木鏟，穿上我的小士兵制服，出去尋找自己,0
我很榮幸能在裡面我什至不能告訴你多少錢,3
我開始感到氣餒，好像宇宙在度假或無視我之類的，所以我決定給它一個教訓，把整個事情都顛倒過來,0
我感到非常激動，因為我跨越了清晰度和不連貫性,1
